document,domain,method,context,planned_KL_tokens,planned_NLL_tokens,KL,NLL,late_KL,KL_sum,NLL_sum,status,reason,late_KL_sum,late_tokens,KL_p99,KL_top_one_percent_mean,KL_max,KL_min,quantized_layers
test_associative_recall_3,associative_recall,RTPA_DIAG,512,496,495,0.0007014527529943813,1.2508577665774325,0.0005792786368481525,0.34792056548521316,619.1745944558292,COMPLETE_WINDOW,,0.14829533103312703,256,0.003200756826325311,0.003706398349021146,0.004342085725695193,6.415926488858472e-08,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_associative_recall_3,associative_recall,DAMP_PAPER_ADAPTED,512,496,495,0.000764966224979004,1.2489208414128745,0.0006489892041295261,0.379423247589586,618.2158164993729,COMPLETE_WINDOW,,0.16614123625715868,256,0.0036977608382067887,0.005015343798074379,0.008538169401174505,1.3913557291683613e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_associative_recall_3,associative_recall,STORED_NEAREST,512,496,495,0.0005879673861967651,1.2494709176464383,0.0005659120761211351,0.2916318235535955,618.488104234987,COMPLETE_WINDOW,,0.1448734914870106,256,0.00195365770846676,0.0020742345913386403,0.002329621146756415,3.011768818610236e-08,"[0, 12, 22]"
test_associative_recall_3,associative_recall,FA_CODE_FACTORIZED,512,496,495,0.0005629605367148716,1.2512969851239342,0.0005241281013606713,0.2792284262105763,619.3920076363474,COMPLETE_WINDOW,,0.13417679394833185,256,0.0019545221307643353,0.002243576719815329,0.0030803941636115707,1.4062604765087383e-08,"[0, 12, 22]"
test_natural_language_0,natural_language,NATIVE,1024,1008,1007,0.0,0.7632191512459554,0.0,0.0,768.5616853046771,COMPLETE_WINDOW,,0.0,512,0.0,0.0,0.0,0.0,[]
test_natural_language_0,natural_language,MATCHED_ENERGY,1024,1008,1007,0.0010950838615035314,0.7659550897281809,0.0012143711163675186,1.1038445323955597,771.3167753562782,COMPLETE_WINDOW,,0.6217580115801695,512,0.015089956337882068,0.026937715212321408,0.06659354750109972,3.963999826263875e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_0,natural_language,RTPA_DIAG,1024,1008,1007,0.0008417782629251925,0.7632972409272442,0.0008659460972949754,0.8485124890285941,768.6403216137348,COMPLETE_WINDOW,,0.4433644018150274,512,0.013848339023578252,0.018597269739551916,0.030689633611524103,1.6633119100602577e-06,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_0,natural_language,DAMP_PAPER_ADAPTED,1024,1008,1007,0.001012793210782923,0.7652052693522073,0.0010288890055581976,1.0208955564691864,770.5617062376728,COMPLETE_WINDOW,,0.5267911708457972,512,0.016018122632126385,0.02355781103596314,0.040490431281527406,1.7999855635241364e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_0,natural_language,STORED_NEAREST,1024,1008,1007,0.00044213757537887725,0.7655181716338948,0.0003835508473221259,0.44567467598190824,770.876798835332,COMPLETE_WINDOW,,0.19637803382892846,512,0.003948855883409102,0.005697745988098652,0.010353549476007841,9.374485004823478e-08,"[0, 12, 22]"
test_natural_language_0,natural_language,FA_CODE_FACTORIZED,1024,1008,1007,0.0004248966918225049,0.7655167347675059,0.00043795653072041925,0.4282958653570849,770.8753519108785,COMPLETE_WINDOW,,0.22423374372885466,512,0.003188161341022018,0.007037571498074779,0.020398662578726134,6.223378834447939e-08,"[0, 12, 22]"
test_natural_language_1,natural_language,NATIVE,1024,1008,1007,0.0,0.7494957645843446,0.0,0.0,754.742234936435,COMPLETE_WINDOW,,0.0,512,0.0,0.0,0.0,0.0,[]
test_natural_language_1,natural_language,MATCHED_ENERGY,1024,1008,1007,0.0010975395978012332,0.7497306225723636,0.001071795798665729,1.106319914583643,754.9787369303701,COMPLETE_WINDOW,,0.5487594489168532,512,0.01758468681242657,0.023209232044406714,0.03937992915722512,6.921632983442739e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_1,natural_language,RTPA_DIAG,1024,1008,1007,0.0008202327633307477,0.7487062143601989,0.0007311231187478955,0.8267946254373937,753.9471578607203,COMPLETE_WINDOW,,0.3743350367989225,512,0.008345828288064187,0.013693202735194837,0.020525283583739368,5.069255204038787e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_1,natural_language,DAMP_PAPER_ADAPTED,1024,1008,1007,0.0009592804844173576,0.7483136551916676,0.001011893906915537,0.9669547282926965,753.5518507780092,COMPLETE_WINDOW,,0.518089680340755,512,0.012264002311694673,0.016016551801311448,0.024023265067922447,7.435208829798717e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
test_natural_language_1,natural_language,STORED_NEAREST,1024,1008,1007,0.00039349900023114324,0.7501924922653519,0.0003374308544910244,0.3966469922329924,755.4438397112093,COMPLETE_WINDOW,,0.17276459749940448,512,0.0028793192063701653,0.0036811850157377523,0.0059816186467902595,1.0108353141905367e-07,"[0, 12, 22]"
test_natural_language_1,natural_language,FA_CODE_FACTORIZED,1024,1008,1007,0.000385839527182761,0.7507728528731243,0.0003758424491152873,0.3889262434002231,756.0282628432362,COMPLETE_WINDOW,,0.1924313339470271,512,0.003718085028867738,0.005293582926228837,0.010290189584581552,3.188700540994222e-08,"[0, 12, 22]"
test_natural_language_2,natural_language,NATIVE,1024,1008,1007,0.0,0.7451382908629349,0.0,0.0,750.3542588989754,COMPLETE_WINDOW,,0.0,512,0.0,0.0,0.0,0.0,[]
test_natural_language_2,natural_language,MATCHED_ENERGY,1024,1008,1007,0.0008774843675786065,0.7451662626079216,0.0008663714810592618,0.8845042425192354,750.3824264461771,COMPLETE_WINDOW,,0.443582198302342,512,0.009742395246021133,0.01624169186383703,0.03209184072409899,9.97545939193806e-07,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22]"
